시군명,관서명,지방청명,경찰서명,구분명,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84위도,WGS84경도
고양시,행신3파출소,경기북부청,고양,파출소,10494,경기도 고양시 덕양구 행신동 931번지,경기도 고양시 덕양구 중앙로558번길 90,37.6266918,126.838785
고양시,탄현지구대,경기북부청,일산,지구대,10244,경기도 고양시 일산서구 탄현동 1488번지,경기도 고양시 일산서구 현중로36번길 1,37.6940994,126.7678749
고양시,마두지구대,경기북부청,일산,지구대,10422,경기도 고양시 일산동구 장항동 899번지,경기도 고양시 일산동구 노루목로 116,37.6499638,126.7785183
고양시,화전파출소,경기북부청,고양,파출소,10540,경기도 고양시 덕양구 화전동 544-19번지 화전파출소,경기도 고양시 덕양구 중앙로 219,37.60586,126.8659763
고양시,가좌파출소,경기북부청,일산,파출소,10208,경기도 고양시 일산서구 가좌동 134-7번지,경기도 고양시 일산서구 가좌로 24,37.6912629,126.7231904
고양시,행신지구대,경기북부청,고양,지구대,10518,경기도 고양시 덕양구 행신동 991번지,경기도 고양시 덕양구 중앙로 541-18,37.6220205,126.835703
고양시,고양파출소,경기북부청,고양,파출소,10275,경기도 고양시 덕양구 고양동 444-3번지,경기도 고양시 덕양구 벽제관로 3,37.7033196,126.903887
과천시,별양지구대,경기남부청,과천,지구대,13834,경기도 과천시 별양동 11번지,경기도 과천시 별양로 58,37.4240199,126.9936181
과천시,과천지구대,경기남부청,과천,지구대,13803,경기도 과천시 중앙동 68번지 과천지구대,경기도 과천시 관문로 136,37.433075,126.993391
광명시,소하지구대,경기남부청,광명,지구대,14317,경기도 광명시 소하동 1310번지,경기도 광명시 금하로 500,37.4498505,126.8882082
광명시,철산지구대,경기남부청,광명,지구대,14232,경기도 광명시 철산동 241-3번지,경기도 광명시 철산로29번길 16,37.4779323,126.8689234
광명시,광남지구대,경기남부청,광명,지구대,14281,경기도 광명시 광명동 752-4번지,경기도 광명시 광명로 772,37.4688524,126.8485131
광명시,광명파출소,경기남부청,광명,파출소,14286,경기도 광명시 광명동 158-834번지,경기도 광명시 오리로991번길 6,37.4792374,126.8527652
광명시,하안지구대,경기남부청,광명,지구대,14248,경기도 광명시 하안동 650-5번지,경기도 광명시 범안로 1027,37.4614622,126.8772604
광주시,태전파출소,경기남부청,광주,파출소,12784,경기도 광주시 태전동 232-1번지,경기도 광주시 태봉로 46,37.3893939,127.2294252
광주시,도척파출소,경기남부청,광주,파출소,12815,경기도 광주시 도척면 노곡리 283-8번지,경기도 광주시 도척면 도척로 603,37.3000987,127.3313089
광주시,경안지구대,경기남부청,광주,지구대,12755,경기도 광주시 경안동 72-2번지,경기도 광주시 중앙로 137,37.4116387,127.2565561
광주시,초월파출소,경기남부청,광주,파출소,12735,경기도 광주시 초월읍 대쌍령리 211-6번지,경기도 광주시 초월읍 경충대로 1243,37.3856983,127.2883674
광주시,남한산성파출소,경기남부청,광주,파출소,12700,경기도 광주시 남한산성면 산성리 401-2번지,경기도 광주시 남한산성면 남한산성로 757,37.4776859,127.1861769
광주시,퇴촌파출소,경기남부청,광주,파출소,12711,경기도 광주시 퇴촌면 광동리 237-2번지,경기도 광주시 퇴촌면 광동로 45,37.4707223,127.3077722
광주시,곤지암파출소,경기남부청,광주,파출소,12804,경기도 광주시 곤지암읍 곤지암리 430-5번지,경기도 광주시 곤지암읍 곤지암로 38,37.3496497,127.3425851
광주시,오포동부파출소,경기남부청,광주,파출소,12790,경기도 광주시 오포읍 추자리 105-7번지,경기도 광주시 오포읍 오포로 869,37.3677298,127.2313921
광주시,오포서부파출소,경기남부청,광주,파출소,12773,경기도 광주시 오포읍 능평리 133번지,경기도 광주시 오포읍 오포로171번길 3,37.3470094,127.18271
구리시,인창지구대,경기북부청,구리,지구대,11921,경기도 구리시 인창동 671-2번지 인창지구대,경기도 구리시 건원대로34번길 31,37.6053626,127.141372
구리시,교문지구대,경기북부청,구리,지구대,11934,경기도 구리시 교문동 736-3번지,경기도 구리시 안골로 40,37.5968371,127.1354793
구리시,수택파출소,경기북부청,구리,파출소,11931,경기도 구리시 수택동 493-5번지 수택파출소,경기도 구리시 검배로71번길 12-5,37.596391,127.147119
구리시,토평지구대,경기북부청,구리,지구대,11940,경기도 구리시 수택동 851-3번지,경기도 구리시 체육관로74번길 55,37.5912535,127.1411534
군포시,금정파출소,경기남부청,군포,파출소,15812,경기도 군포시 금정동 904번지 금정파출소,경기도 군포시 군포로683번길 31,37.3655571,126.943978
군포시,산본지구대,경기남부청,군포,지구대,15820,경기도 군포시 산본동 1105-4번지,경기도 군포시 수리산로203번길 51,37.3677547,126.9265688
군포시,대야파출소,경기남부청,군포,파출소,15887,경기도 군포시 대야미동 654-1번지 대야파출소,경기도 군포시 대야1로24번길 4,37.3277523,126.917425
군포시,군포지구대,경기남부청,군포,지구대,15860,경기도 군포시 당동 775-18번지 군포지구대,경기도 군포시 군포로 511,37.3520872,126.9445077
김포시,양촌파출소,경기남부청,김포,파출소,10057,경기도 김포시 양촌읍 양곡리 449-8번지,경기도 김포시 양촌읍 양곡1로68번길 3,37.6567108,126.6231977
김포시,대곶파출소,경기남부청,김포,파출소,10039,경기도 김포시 대곶면 율생리 451-1번지,경기도 김포시 대곶면 율생로 72,37.6508479,126.583975
김포시,하성파출소,경기남부청,김포,파출소,10011,경기도 김포시 하성면 마곡리 623-1번지 하성파출소,경기도 김포시 하성면 애기봉로 847,37.719733,126.6317004
김포시,고촌파출소,경기남부청,김포,파출소,10129,경기도 김포시 고촌읍 신곡리 1076번지 고촌파출소,경기도 김포시 고촌읍 김포대로 347,37.6013569,126.7694919
김포시,사우지구대,경기남부청,김포,지구대,10108,경기도 김포시 사우동 246번지,경기도 김포시 사우중로 35-5,37.6184156,126.7176869
김포시,통진파출소,경기남부청,김포,파출소,10019,경기도 김포시 통진읍 마송리 111-19번지,경기도 김포시 통진읍 조강로 83,37.6921504,126.5975636
김포시,월곶파출소,경기남부청,김포,파출소,10024,경기도 김포시 월곶면 군하리 214번지,경기도 김포시 월곶면 군하로276번길 13,37.7165364,126.5520873
김포시,장기파출소,경기남부청,김포,파출소,10080,경기도 김포시 장기동 1326번지 장기파출소,경기도 김포시 청송로 36,37.6483496,126.6677265
김포시,김포터미널파출소,경기남부청,김포,파출소,10135,경기도 김포시 고촌읍 전호리 68-10번지,경기도 김포시 고촌읍 아라육로152번길 56,37.6023838,126.7883775
김포시,풍무파출소,경기남부청,김포,파출소,10113,경기도 김포시 풍무동 154-6 풍무파출소,,37.6069976,126.7279343
남양주시,별내파출소,경기북부청,남양주,파출소,12105,경기도 남양주시 별내동 937번지 별내파출소,경기도 남양주시 두물로 11,37.6556717,127.1261667
남양주시,평내파출소,경기북부청,남양주,파출소,12217,경기도 남양주시 평내동 438-12번지 평내파출소,경기도 남양주시 경춘로 1211,37.6449139,127.229587
남양주시,금곡파출소,경기북부청,남양주,파출소,12237,경기도 남양주시 금곡동 420-1번지,경기도 남양주시 금곡로 57,37.6342565,127.2093662
남양주시,호평파출소,경기북부청,남양주,파출소,12151,경기도 남양주시 호평동 670번지,경기도 남양주시 호평로68번길 11,37.6550843,127.2483842
남양주시,조안파출소,경기북부청,남양주,파출소,12282,경기도 남양주시 조안면 조안리 192-14번지,경기도 남양주시 조안면 북한강로 131,37.5367966,127.3024178
남양주시,진건파출소,경기북부청,남양주,파출소,12139,경기도 남양주시 진건읍 사능리 600-8번지,경기도 남양주시 진건읍 진건오남로 5,37.6513347,127.1786139
남양주시,화도지구대,경기북부청,남양주,지구대,12184,경기도 남양주시 화도읍 창현리 736-3번지,경기도 남양주시 화도읍 창현로 8,37.6502209,127.3057396
남양주시,해밀파출소,경기북부청,남양주,파출소,12053,경기도 남양주시 진접읍 금곡리 1012번지,경기도 남양주시 진접읍 해밀예당1로 251,37.7220727,127.2046644
남양주시,퇴계원파출소,경기북부청,남양주,파출소,12119,경기도 남양주시 퇴계원면 퇴계원리 266-9번지,경기도 남양주시 퇴계원면 퇴계원로 58-7,37.6516622,127.1425118
남양주시,진접파출소,경기북부청,남양주,파출소,12006,경기도 남양주시 진접읍 장현리 351-34번지 진접파출소,경기도 남양주시 진접읍 장현로 113,37.719962,127.1839479
남양주시,도농파출소,경기북부청,남양주,파출소,12259,경기도 남양주시 지금동 134-3번지,경기도 남양주시 경춘로 439-1,37.6088402,127.1628398
남양주시,오남파출소,경기북부청,남양주,파출소,12049,경기도 남양주시 오남읍 오남리 259-2번지,경기도 남양주시 오남읍 진건오남로 595-14,37.6867723,127.2102826
남양주시,수동파출소,경기북부청,남양주,파출소,12029,경기도 남양주시 수동면 입석리 341-4번지 수동파출소,,37.7094433,127.3220159
남양주시,와부파출소,경기북부청,남양주,파출소,12210,경기도 남양주시 와부읍 덕소리 462-18번지 와부파출소,경기도 남양주시 와부읍 덕소로 63,37.5872609,127.2098364
남양주시,청학파출소,경기북부청,남양주,파출소,12083,경기도 남양주시 별내면 청학리 412-1번지 청학파출소,경기도 남양주시 별내면 청학로68번길 8,37.7079072,127.1197551
동두천시,중앙파출소,경기북부청,동두천,파출소,11310,경기도 동두천시 보산동 405번지,경기도 동두천시 중앙로 393,37.9131863,127.0607072
동두천시,송내지구대,경기북부청,동두천,지구대,11347,경기도 동두천시 지행동 691-7번지,경기도 동두천시 중앙로 157,37.89555,127.0520075
동두천시,생연파출소,경기북부청,동두천,파출소,11331,경기도 동두천시 생연동 814-7번지,경기도 동두천시 생연로 99,37.9014698,127.0502036
동두천시,광암파출소,경기북부청,동두천,파출소,11321,경기도 동두천시 광암동 495번지,경기도 동두천시 광암로 10,37.8947221,127.0830099
동두천시,소요파출소,경기북부청,동두천,파출소,11307,경기도 동두천시 동두천동 252-3번지,경기도 동두천시 평화로 2695,37.9285221,127.0563743
부천시,상동지구대,경기남부청,부천원미,지구대,14597,경기도 부천시 상동 396-3번지,경기도 부천시 상일로 99,37.4917824,126.7534147
부천시,계남지구대,경기남부청,부천원미,지구대,14581,경기도 부천시 중동 1184-1번지,경기도 부천시 조마루로 252,37.4978742,126.7716576
부천시,약대파출소,경기남부청,부천원미,파출소,14516,경기도 부천시 약대동 97-1번지,경기도 부천시 중동로388번길 6,37.5143508,126.7704191
부천시,내동지구대,경기남부청,부천오정,지구대,14451,경기도 부천시 삼정동 196번지 내동지구대,경기도 부천시 신흥로 411,37.5204322,126.7749024
부천시,성곡파출소,경기남부청,부천오정,파출소,14462,경기도 부천시 여월동 8-36번지,경기도 부천시 삼작로352번길 42,37.5179925,126.8006774
부천시,역곡지구대,경기남부청,부천원미,지구대,14672,경기도 부천시 역곡동 53-11번지,경기도 부천시 부일로711번길 29,37.4861641,126.8082369
부천시,고강파출소,경기남부청,부천오정,파출소,14403,경기도 부천시 고강동 276-1번지,경기도 부천시 역곡로 519,37.5309645,126.8157232
부천시,중앙지구대,경기남부청,부천원미,지구대,14631,경기도 부천시 심곡동 428-2번지,경기도 부천시 장말로 337,37.4909884,126.7798767
부천시,범박지구대,경기남부청,부천소사,지구대,14783,경기도 부천시 범박동 156번지,경기도 부천시 범안로 131,37.4701553,126.8093636
부천시,원종지구대,경기남부청,부천오정,지구대,14419,경기도 부천시 원종동 233-11번지 원종지구대,경기도 부천시 소사로 778,37.5255595,126.8052386
부천시,송내지구대,경기남부청,부천소사,지구대,14734,경기도 부천시 송내동 611-2번지,경기도 부천시 성주로 147,37.4793518,126.7726869
부천시,중동지구대,경기남부청,부천원미,지구대,14537,경기도 부천시 중동 1032-1번지,경기도 부천시 석천로 203-16,37.5057575,126.7624838
부천시,소사지구대,경기남부청,부천소사,지구대,14690,경기도 부천시 소사본동 51번지,경기도 부천시 경인로 363,37.4824493,126.7960133
부천시,원미지구대,경기남부청,부천원미,지구대,14567,경기도 부천시 원미동 57번지,경기도 부천시 원미로149번길 4,37.4961803,126.7908641
성남시,수진지구대,경기남부청,성남수정,지구대,13314,경기도 성남시 수정구 수진동 4795번지,경기도 성남시 수정구 모란로 1,37.4337747,127.1283441
성남시,서판교파출소,경기남부청,분당,파출소,13466,경기도 성남시 분당구 운중동 938번지 서판교파출소,경기도 성남시 분당구 운중로146번길 6,37.3907486,127.0789699
성남시,산성파출소,경기남부청,성남수정,파출소,13123,경기도 성남시 수정구 산성동 670번지,경기도 성남시 수정구 수정남로 317,37.456163,127.1528733
성남시,태평4파출소,경기남부청,성남수정,파출소,13279,경기도 성남시 수정구 태평동 7290번지,경기도 성남시 수정구 남문로 128,37.4478253,127.1408777
성남시,대원파출소,경기남부청,성남중원,파출소,13228,경기도 성남시 중원구 상대원동 1437번지,경기도 성남시 중원구 둔촌대로 439,37.4328912,127.16573
성남시,도촌파출소,경기남부청,성남중원,파출소,13420,경기도 성남시 중원구 도촌동 631번지,경기도 성남시 중원구 도촌북로 43,37.4175259,127.1545472
성남시,서현지구대,경기남부청,분당,지구대,13588,경기도 성남시 분당구 서현동 89-5,경기도 성남시 분당구 중앙공원로31번길 30,37.3821673,127.1261241
성남시,이매파출소,경기남부청,분당,파출소,13523,경기도 성남시 분당구 이매동 139번지,경기도 성남시 분당구 성남대로779번길 60,37.3993361,127.1217363
성남시,수내파출소,경기남부청,분당,파출소,13600,경기도 성남시 분당구 수내동 85번지,경기도 성남시 분당구 불정로 253,37.3665888,127.1261889
성남시,동판교파출소,경기남부청,분당,파출소,13490,경기도 성남시 분당구 삼평동 716번지 동판교파출소,경기도 성남시 분당구 동판교로266번길 24,37.4064419,127.1157388
성남시,신흥지구대,경기남부청,성남수정,지구대,13352,경기도 성남시 수정구 신흥동 3775번지,경기도 성남시 수정구 시민로 150,37.4414696,127.1439622
성남시,복정파출소,경기남부청,성남수정,파출소,13119,경기도 성남시 수정구 복정동 695번지,경기도 성남시 수정구 복정로 36,37.4561024,127.1274546
성남시,중앙파출소,경기남부청,성남수정,파출소,13292,경기도 성남시 수정구 태평동 3498-2번지,경기도 성남시 수정구 수정로 145,37.4423887,127.1361555
성남시,수진1파출소,경기남부청,성남수정,파출소,13332,경기도 성남시 수정구 수진동 1921번지,경기도 성남시 수정구 탄리로 21,37.4384126,127.1385666
성남시,단대파출소,경기남부청,성남수정,파출소,13144,경기도 성남시 수정구 단대동 101-4번지,경기도 성남시 수정구 단대로 15,37.45239,127.1581775
성남시,성호지구대,경기남부청,성남중원,지구대,13357,경기도 성남시 중원구 성남동 2199번지,경기도 성남시 중원구 산성대로 190-6,37.4360233,127.1399295
성남시,금광지구대,경기남부청,성남중원,지구대,13187,경기도 성남시 중원구 금광동 1944번지,경기도 성남시 중원구 금빛로 33,37.4449705,127.1679597
성남시,은행파출소,경기남부청,성남중원,파출소,13156,경기도 성남시 중원구 은행동 1417-1번지,경기도 성남시 중원구 은행로25번길 14,37.4555517,127.1654287
성남시,상대원2파출소,경기남부청,성남중원,파출소,13394,경기도 성남시 중원구 상대원동 3154-1번지,경기도 성남시 중원구 희망로 373,37.4390817,127.1585116
성남시,야탑지구대,경기남부청,분당,지구대,13520,경기도 성남시 분당구 야탑동 505번지,경기도 성남시 분당구 야탑로 76,37.4095839,127.127242
성남시,금곡지구대,경기남부청,분당,지구대,13615,경기도 성남시 분당구 금곡동 173번지,경기도 성남시 분당구 성남대로171번길 12,37.351506,127.1072706
성남시,구미파출소,경기남부청,분당,파출소,13623,경기도 성남시 분당구 구미동 223번지,경기도 성남시 분당구 구미로 107,37.3393388,127.1206036
성남시,고등파출소,경기남부청,성남수정,파출소,13106,경기도 성남시 수정구 시흥동 191번지,경기도 성남시 수정구 대왕판교로 942,37.424194,127.1032366
수원시,동부파출소,경기남부청,수원중부,파출소,16249,경기도 수원시 팔달구 지동 480-6번지,경기도 수원시 팔달구 경수대로 621,37.2808459,127.0295833
수원시,장안문지구대,경기남부청,수원중부,지구대,16308,경기도 수원시 장안구 조원동 680-6번지,경기도 수원시 장안구 송정로 113,37.2957877,127.009536
수원시,노송지구대,경기남부청,수원중부,지구대,16347,경기도 수원시 장안구 파장동 566-14번지 노송지구대,경기도 수원시 장안구 이목로 58,37.3103114,126.9879468
수원시,화서문지구대,경기남부청,수원중부,지구대,16435,경기도 수원시 팔달구 화서동 647-1번지,경기도 수원시 팔달구 수성로182번길 3,37.2867051,126.9931162
수원시,율천파출소,경기남부청,수원중부,파출소,16417,경기도 수원시 장안구 율전동 497-7번지 율천파출소,경기도 수원시 장안구 서부로 2124,37.2979012,126.971618
수원시,창룡문파출소,경기남부청,수원중부,파출소,,경기도 수원시 팔달구  경수대로 758,,,
수원시,산남지구대,경기남부청,수원남부,지구대,16527,경기도 수원시 영통구 매탄동 1213-2번지,경기도 수원시 영통구 매영로 93-18,37.2686023,127.0529953
수원시,태장파출소,경기남부청,수원남부,파출소,16688,경기도 수원시 영통구 망포동 396-1번지,경기도 수원시 영통구 영통로 143,37.2402729,127.0553658
수원시,인계파출소,경기남부청,수원남부,파출소,16484,경기도 수원시 팔달구 인계동 930-1번지,경기도 수원시 팔달구 장다리로 312,37.2756555,127.0313404
수원시,광교파출소,경기남부청,수원남부,파출소,16509,경기도 수원시 영통구 이의동 1347-6번지,경기도 수원시 영통구 에듀타운로 82,37.2885442,127.0475843
수원시,서호지구대,경기남부청,수원서부,지구대,16406,경기도 수원시 권선구 구운동 938번지,경기도 수원시 권선구 구운로73번길 18-13,37.2806825,126.9713094
수원시,유천파출소,경기남부청,수원서부,파출소,16464,경기도 수원시 팔달구 매교동 77-63번지,경기도 수원시 팔달구 매산로116번길 50,37.2690449,127.0143365
수원시,당수파출소,경기남부청,수원서부,파출소,16375,경기도 수원시 권선구 당수동 159-1번지,경기도 수원시 권선구 당진로32번길 28-4,37.2917085,126.9417576
수원시,행궁파출소,경기남부청,수원중부,파출소,16256,경기도 수원시 팔달구 남수동 11-841번지,경기도 수원시 팔달구 창룡대로 48,37.283064,127.0214201
수원시,곡선지구대,경기남부청,수원남부,지구대,16558,경기도 수원시 권선구 권선동 1268번지,경기도 수원시 권선구 권중로 77,37.2517966,127.0298887
수원시,매탄지구대,경기남부청,수원남부,지구대,16488,경기도 수원시 팔달구 인계동 1117번지 매탄지구대,경기도 수원시 팔달구 동수원로 403,37.2630124,127.0377502
수원시,영통지구대,경기남부청,수원남부,지구대,16709,경기도 수원시 영통구 영통동 1046-2번지 영통지구대,경기도 수원시 영통구 청명로 92,37.2547674,127.0777734
수원시,세류파출소,경기남부청,수원남부,파출소,16660,경기도 수원시 권선구 세류동 1167-33번지 세류파출소,경기도 수원시 권선구 정조로 370,37.2426536,127.0152228
수원시,권선파출소,경기남부청,수원남부,파출소,16571,경기도 수원시 권선구 권선동 1013-23번지,경기도 수원시 권선구 권선로699번길 24-23,37.2597708,127.0295083
수원시,매산지구대,경기남부청,수원서부,지구대,16622,경기도 수원시 팔달구 매산로1가 18번지 매산지구대,경기도 수원시 팔달구 덕영대로 944,37.266072,126.999838
수원시,고등파출소,경기남부청,수원서부,파출소,16454,경기도 수원시 팔달구 고등동 105-25번지,경기도 수원시 팔달구 고등로 50,37.2729288,127.0024197
수원시,호매실파출소,경기남부청,수원서부,파출소,16397,경기도 수원시 권선구 금곡동 331번지,경기도 수원시 권선구 금곡로 190,37.2731249,126.9514238
수원시,고색파출소,경기남부청,수원서부,파출소,16649,경기도 수원시 권선구 고색동 146-7번지,경기도 수원시 권선구 매송고색로 750,37.2518796,126.9862901
시흥시,장곡지구대,경기남부청,시흥,지구대,15002,경기도 시흥시 장곡동 793-3번지 장곡지구대,경기도 시흥시 장곡로54번길 25-14,37.3818888,126.7813067
시흥시,은행파출소,경기남부청,시흥,파출소,14916,경기도 시흥시 은행동 541-1번지,경기도 시흥시 은행로 148,37.4441816,126.7998817
시흥시,능곡파출소,경기남부청,시흥,파출소,14992,경기도 시흥시 능곡동 613번지,경기도 시흥시 장현능곡로 211,37.3689437,126.8138234
시흥시,군자파출소,경기남부청,시흥,파출소,15068,경기도 시흥시 거모동 1757-6번지,경기도 시흥시 군자로 513,37.3442249,126.7852995
시흥시,시화파출소,경기남부청,시흥,파출소,15063,경기도 시흥시 정왕동 1785-4번지,경기도 시흥시 중심상가로 271,37.3400322,126.7435807
시흥시,신천파출소,경기남부청,시흥,파출소,14950,경기도 시흥시 신천동 772-24번지,경기도 시흥시 신천로100번안길 15,37.4375179,126.7867473
시흥시,매화파출소,경기남부청,시흥,파출소,14940,경기도 시흥시 매화동 202-1번지,경기도 시흥시 매화로 36,37.4162479,126.8146083
시흥시,대야파출소,경기남부청,시흥,파출소,14909,경기도 시흥시 대야동 494번지,경기도 시흥시 호현로 42,37.4442639,126.7853831
시흥시,정왕지구대,경기남부청,시흥,지구대,15055,경기도 시흥시 정왕동 1800-10번지 정왕지구대,경기도 시흥시 정왕신길로 216,37.3486672,126.7410003
시흥시,옥구지구대,경기남부청,시흥,지구대,15038,경기도 시흥시 정왕동 1849-7번지,경기도 시흥시 정왕대로118번길 1,37.351135,126.7286106
안산시,본오지구대,경기남부청,안산상록,지구대,15532,경기도 안산시 상록구 본오동 877-3번지,경기도 안산시 상록구 상록수로 12,37.3025958,126.8611027
안산시,신길파출소,경기남부청,안산단원,파출소,15403,경기도 안산시 단원구 신길동 1696번지,경기도 안산시 단원구 삼일로 42-13,37.3345266,126.7834657
안산시,원곡파출소,경기남부청,안산단원,파출소,15375,경기도 안산시 단원구 원곡동 753번지,경기도 안산시 단원구 원곡공원로 30,37.3325553,126.7945181
안산시,선부파출소,경기남부청,안산단원,파출소,15367,경기도 안산시 단원구 선부동 1072-5번지,경기도 안산시 단원구 선부광장1로 150,37.3319224,126.8091095
안산시,와동파출소,경기남부청,안산단원,파출소,15255,경기도 안산시 단원구 와동 109-9번지,경기도 안산시 단원구 와동로7길 1,37.3404477,126.8275495
안산시,대부파출소,경기남부청,안산단원,파출소,15645,경기도 안산시 단원구 대부북동 294-6번지,경기도 안산시 단원구 대부중앙로 67,37.2449535,126.5824903
안산시,팔곡파출소,경기남부청,안산상록,파출소,15528,경기도 안산시 상록구 팔곡이동 593-23번지,,37.296784,126.8856778
안산시,월피파출소,경기남부청,안산상록,파출소,15259,경기도 안산시 상록구 월피동 512-3번지,경기도 안산시 상록구 안산천서로 215,37.3330587,126.8463202
안산시,고잔파출소,경기남부청,안산단원,파출소,15335,경기도 안산시 단원구 고잔동 515번지,경기도 안산시 단원구 화랑로 397,37.3220367,126.8315185
안산시,성포파출소,경기남부청,안산상록,파출소,15291,경기도 안산시 상록구 성포동 593-18번지,경기도 안산시 상록구 예술광장로 47,37.3269511,126.8472919
안산시,부곡파출소,경기남부청,안산상록,파출소,,경기도 안산시 상록구  성호로18길 성호로 324 부곡파출소,,,
안산시,본오1파출소,경기남부청,안산상록,파출소,15575,경기도 안산시 상록구 본오동 1153-1번지 본오1파출소,경기도 안산시 상록구 샘골로 11,37.2848124,126.863459
안산시,수암파출소,경기남부청,안산상록,파출소,15202,경기도 안산시 상록구 수암동 502번지,경기도 안산시 상록구 수인로 2026,37.3639184,126.8763734
안산시,일동파출소,경기남부청,안산상록,파출소,15323,경기도 안산시 상록구 일동 600-6번지,경기도 안산시 상록구 호동로 118,37.312592,126.8643553
안산시,반월파출소,경기남부청,안산상록,파출소,15521,경기도 안산시 상록구 건건동 645-1번지,경기도 안산시 상록구 건건로 47,37.305395,126.9022116
안산시,사동지구대,경기남부청,안산상록,지구대,15582,경기도 안산시 상록구 사동 1304-1번지,경기도 안산시 상록구 석호로 175,37.296763,126.8512451
안산시,선부2파출소,경기남부청,안산단원,파출소,15220,경기도 안산시 단원구 선부동 703-3번지,경기도 안산시 단원구 선여불로 19,37.3440594,126.8038757
안산시,원선파출소,경기남부청,안산단원,파출소,15380,경기도 안산시 단원구 원곡동 821-3번지,경기도 안산시 단원구 원선로 33,37.3280009,126.797216
안산시,선부3파출소,경기남부청,안산단원,파출소,15212,경기도 안산시 단원구 선부동 1135번지,경기도 안산시 단원구 선삼로2길 14-20,37.3448666,126.8126086
안산시,공단파출소,경기남부청,안산단원,파출소,15433,경기도 안산시 단원구 원시동 773-6번지,경기도 안산시 단원구 동산로 29,37.3128119,126.7933543
안산시,호수지구대,경기남부청,안산단원,지구대,15473,경기도 안산시 단원구 고잔동 712-3번지,경기도 안산시 단원구 광덕2로 127,37.3101693,126.8247208
안성시,공도지구대,경기남부청,안성,지구대,17560,경기도 안성시 공도읍 만정리 793-2번지,경기도 안성시 공도읍 공도4로 4,37.0006636,127.1726677
안성시,일죽파출소,경기남부청,안성,파출소,17529,경기도 안성시 일죽면 송천리 20-6번지,경기도 안성시 일죽면 주래본죽로 28,37.0935727,127.4775513
안성시,원곡파출소,경기남부청,안성,파출소,17556,경기도 안성시 원곡면 외가천리 267-4번지,경기도 안성시 원곡면 가천중앙1길 44,37.0391303,127.1292205
안성시,금광파출소,경기남부청,안성,파출소,17535,경기도 안성시 금광면 금광리 93-5번지,경기도 안성시 금광면 금광초교길 38,37.0009669,127.3227268
안성시,대덕파출소,경기남부청,안성,파출소,17545,경기도 안성시 대덕면 건지리 420-4번지,경기도 안성시 대덕면 중앙로 78,37.0125826,127.237437
안성시,죽산파출소,경기남부청,안성,파출소,17519,경기도 안성시 죽산면 죽산리 432-7번지,경기도 안성시 죽산면 죽주로 241,37.0748511,127.4219729
안성시,중앙지구대,경기남부청,안성,지구대,17578,경기도 안성시 석정동 256-2번지,경기도 안성시 석정1길 15,37.0094409,127.2619548
안성시,양성파출소,경기남부청,안성,파출소,17502,경기도 안성시 양성면 동항리 291-3번지,경기도 안성시 양성면 장터길 35,37.0586847,127.1952716
안성시,보개파출소,경기남부청,안성,파출소,17509,경기도 안성시 보개면 불현리 42-9번지,경기도 안성시 보개면 보개원삼로 220-1,37.0224688,127.2900144
